event_type,code_system,raw_code,normalized_code,mimic_token,mimic_token_id,mapping_status,oov_cause,needed_normalization,description,source_code_system,n_events,n_patients,sample_description
diagnosis,ICD10,K67,K67,PHE_567,26035.0,mapped_phecode,,false,Peritonitis and retroperitoneal infections (digestive),ICD10,4,1,Peritonitis in infectious disease
diagnosis,ICD10,A49.9,A499,PHE_041,24992.0,mapped_phecode,,true,Bacterial infection NOS (infectious diseases),ICD10,19,9,ESBL (extended spectrum beta-lactamase) producing bacteria infection
diagnosis,ICD10,T22.031A,T22031A,ICD10_T22031A,,oov,unknown_unmappable,true,,ICD10,1,1,"Burn of unspecified degree of right upper arm, initial encounter"
diagnosis,ICD10,Z92.81,Z9281,ICD10_Z9281,,oov,unknown_unmappable,true,,ICD10,13,6,Hx of extracorporeal membrane oxygenation treatment
diagnosis,ICD10,F81.81,F8181,ICD10_F8181,7490.0,unmapped_icd_in_vocab,,true,Disorder of written expression,ICD10,55,12,Written expression disorder
diagnosis,ICD10,S40.012A,S40012A,ICD10_S40012A,15625.0,unmapped_icd_in_vocab,,true,"Contusion of left shoulder, initial encounter",ICD10,7,3,"Contusion of left shoulder, initial encounter"
diagnosis,ICD9,788.42,78842,PHE_599.5,26139.0,mapped_phecode,,true,Frequency of urination and polyuria (genitourinary),ICD9,72,32,Polyuria
diagnosis,ICD9,V54.02,V5402,PHE_809,26616.0,mapped_phecode,,true,Fracture of unspecified bones (injuries & poisonings),ICD9,30,4,Growth rod lengthening or adjustment
diagnosis,ICD9,306.8,3068,PHE_303.3,25451.0,mapped_phecode,,true,Psychogenic disorder (mental disorders),ICD9,18,8,Other specified psychophysiological malfunction
diagnosis,ICD10,M21.169,M21169,ICD10_M21169,,oov,unknown_unmappable,true,,ICD10,10,4,Genu varus
diagnosis,ICD10,Z59.4,Z594,ICD10_Z594,21316.0,unmapped_icd_in_vocab,,true,Lack of adequate food,ICD10,27,12,Lack of adequate food and safe drinking water
diagnosis,ICD10,Z13.828,Z13828,ICD10_Z13828,,oov,unknown_unmappable,true,,ICD10,74,32,Scoliosis concern
diagnosis,ICD9,V19.5,V195,ICD9_V195,23096.0,unmapped_icd_in_vocab,,true,Family history of congenital anomalies,ICD9,12,6,Family history of congenital anomalies
diagnosis,ICD9,272.5,2725,PHE_277.51,25330.0,mapped_phecode,,true,Lipoprotein disorders (endocrine/metabolic),ICD9,6,3,Lipoprotein deficiencies
diagnosis,ICD9,626.1,6261,PHE_626.11,26224.0,mapped_phecode,,true,Absent or infrequent menstruation (genitourinary),ICD9,10,4,Scanty or infrequent menstruation
diagnosis,ICD9,334.1,3341,PHE_334.1,25506.0,mapped_phecode,,true,Spinocerebellar disease (neurological),ICD9,87,2,Hereditary spastic paraplegia
diagnosis,ICD10,E22.8,E228,PHE_253.1,25235.0,mapped_phecode,,true,Pituitary hyperfunction (endocrine/metabolic),ICD10,35,3,Central precocious puberty
diagnosis,ICD10,Z95.818,Z95818,ICD10_Z95818,21776.0,unmapped_icd_in_vocab,,true,Presence of other cardiac implants and grafts,ICD10,61,7,S/P Blalock-Taussig shunt
diagnosis,ICD10,T85.868A,T85868A,ICD10_T85868A,19841.0,unmapped_icd_in_vocab,,true,"Thrombosis due to other internal prosthetic devices, implants and grafts, initial encounter",ICD10,4,1,"Thrombus due to any device, implant or graft, initial encounter"
diagnosis,ICD10,Q24.8,Q248,PHE_747.1,26496.0,mapped_phecode,,true,Cardiac congenital anomalies (congenital anomalies),ICD10,41,22,Unicuspid aortic valve
diagnosis,ICD9,770.6,7706,PHE_656.26,,oov,pediatric_absent,true,,ICD9,35,22,Transitory tachypnea of newborn
diagnosis,ICD10,I82.521,I82521,ICD10_I82521,9463.0,unmapped_icd_in_vocab,,true,Chronic embolism and thrombosis of right iliac vein,ICD10,22,1,Chronic embolism and thrombosis of right iliac vein
diagnosis,ICD10,I82.401,I82401,ICD10_I82401,9417.0,unmapped_icd_in_vocab,,true,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,ICD10,69,6,"DVT (deep venous thrombosis), right"
diagnosis,ICD10,L89.159,L89159,ICD10_L89159,10408.0,unmapped_icd_in_vocab,,true,"Pressure ulcer of sacral region, unspecified stage",ICD10,12,6,"Pressure ulcer of sacral region, unspecified stage"
diagnosis,ICD9,312.34,31234,PHE_312.3,25461.0,mapped_phecode,,true,Impulse control disorder (mental disorders),ICD9,14,3,Intermittent explosive disorder
diagnosis,ICD9,751.0,7510,PHE_750.21,26512.0,mapped_phecode,,true,Congenital anomalies of intestine (congenital anomalies),ICD9,13,6,Meckel's diverticulum
diagnosis,ICD10,Z91.038,Z91038,ICD10_Z91038,,oov,unknown_unmappable,true,,ICD10,16,11,Allergy to ant bite
diagnosis,ICD10,R47.1,R471,PHE_292.1,25414.0,mapped_phecode,,true,Aphasia/speech disturbance (mental disorders),ICD10,221,17,Dysarthria
diagnosis,ICD9,755.67,75567,PHE_755.1,26534.0,mapped_phecode,,true,Congenital deformities of feet (congenital anomalies),ICD9,13,5,Tarsal coalition
diagnosis,ICD10,F43.11,F4311,ICD10_F4311,7440.0,unmapped_icd_in_vocab,,true,"Post-traumatic stress disorder, acute",ICD10,23,3,"Post-traumatic stress disorder, acute"
diagnosis,ICD9,793.0,7930,PHE_346.1,25526.0,mapped_phecode,,true,Nonspecific abnormal findings on radiological and other examination of skull and head (neurological),ICD9,319,28,Abnormal finding on MRI of brain
diagnosis,ICD10,T56.891A,T56891A,ICD10_T56891A,19202.0,unmapped_icd_in_vocab,,true,"Toxic effect of other metals, accidental (unintentional), initial encounter",ICD10,6,1,"Toxic effect of other metals, accidental (unintentional), initial encounter"
diagnosis,ICD10,G47.59,G4759,ICD10_G4759,,oov,unknown_unmappable,true,,ICD10,63,18,Other parasomnia
diagnosis,ICD10,F44.5,F445,PHE_303.4,25453.0,mapped_phecode,,true,Somatoform disorder (mental disorders),ICD10,51,11,Pseudoseizures
diagnosis,ICD10,Z81.0,Z810,ICD10_Z810,21497.0,unmapped_icd_in_vocab,,true,Family history of intellectual disabilities,ICD10,24,16,Family history of intellectual disabilities
diagnosis,ICD9,300.15,30015,PHE_303.1,25450.0,mapped_phecode,,true,Dissociative disorder (mental disorders),ICD9,7,1,"Dissociative disorder or reaction, unspecified"
diagnosis,ICD10,N64.3,N643,PHE_612.1,26175.0,mapped_phecode,,true,Galactorrhea (genitourinary),ICD10,5,2,Galactorrhea
diagnosis,ICD9,695.0,6950,PHE_695.1,26314.0,mapped_phecode,,true,Toxic erythema (dermatologic),ICD9,11,8,Scarlatiniform rash
diagnosis,ICD9,780.54,78054,PHE_327.1,25484.0,mapped_phecode,,true,Hypersomnia (neurological),ICD9,67,23,Hypersomnia
diagnosis,ICD9,915.0,9150,ICD9_9150,22301.0,unmapped_icd_in_vocab,,true,"Abrasion or friction burn of finger(s), without mention of infection",ICD9,7,2,Abrasion of finger
diagnosis,ICD10,N83.291,N83291,ICD10_N83291,12755.0,unmapped_icd_in_vocab,,true,"Other ovarian cyst, right side",ICD10,2,1,"Other ovarian cyst, right side"
diagnosis,ICD10,N99.821,N99821,ICD10_N99821,12810.0,unmapped_icd_in_vocab,,true,Postprocedural hemorrhage of a genitourinary system organ or structure following other procedure,ICD10,1,1,Postprocedural hemorrhage of a genitourinary system organ or structure following other procedure
diagnosis,ICD10,M89.9,M899,PHE_743.9,26493.0,mapped_phecode,,true,Osteopenia or other disorder of bone and cartilage (musculoskeletal),ICD10,66,25,"Disorder of bone, unspecified"
diagnosis,ICD9,924.9,9249,PHE_916,26664.0,mapped_phecode,,true,Contusion (injuries & poisonings),ICD9,63,38,Bruise
diagnosis,ICD10,K83.8,K838,PHE_575.8,26065.0,mapped_phecode,,true,Other disorders of biliary tract (digestive),ICD10,4,3,"Bile leak, postoperative"
diagnosis,ICD10,R71.0,R710,ICD10_R710,13990.0,unmapped_icd_in_vocab,,true,Precipitous drop in hematocrit,ICD10,20,12,Drop in hemoglobin
diagnosis,ICD10,X16.XXXA,X16XXXA,ICD10_X16XXXA,20554.0,unmapped_icd_in_vocab,,true,"Contact with hot heating appliances, radiators and pipes, initial encounter",ICD10,3,2,"Contact with hot heating appliances, radiators and pipes, initial encounter"
diagnosis,ICD9,959.12,95912,ICD9_95912,22446.0,unmapped_icd_in_vocab,,true,Other injury of abdomen,ICD9,11,9,Other injury of abdomen
diagnosis,ICD10,B37.3,B373,PHE_112,25039.0,mapped_phecode,,true,Candidiasis (infectious diseases),ICD10,45,17,Candida vaginitis
diagnosis,ICD9,919.8,9198,ICD9_9198,22315.0,unmapped_icd_in_vocab,,true,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection",ICD9,10,7,Skin excoriation
diagnosis,ICD10,L03.211,L03211,ICD10_L03211,10303.0,unmapped_icd_in_vocab,,true,Cellulitis of face,ICD10,47,17,Facial cellulitis
diagnosis,ICD9,873.64,87364,PHE_870.5,26647.0,mapped_phecode,,true,Open wound of lip and mouth (injuries & poisonings),ICD9,24,9,Tongue laceration
diagnosis,ICD10,J31.2,J312,PHE_472,25846.0,mapped_phecode,,true,Chronic pharyngitis and nasopharyngitis (respiratory),ICD10,21,4,Chronic sore throat
diagnosis,ICD10,S30.811A,S30811A,ICD10_S30811A,15103.0,unmapped_icd_in_vocab,,true,"Abrasion of abdominal wall, initial encounter",ICD10,5,4,"Abrasion of abdominal wall, initial encounter"
diagnosis,ICD10,S50.812A,S50812A,ICD10_S50812A,16032.0,unmapped_icd_in_vocab,,true,"Abrasion of left forearm, initial encounter",ICD10,19,10,"Abrasion of left forearm, initial encounter"
diagnosis,ICD9,E906.0,E9060,ICD9_E9060,22832.0,unmapped_icd_in_vocab,,true,Dog bite,ICD9,48,25,Dog bite(E906.0)
diagnosis,ICD9,E960.0,E9600,ICD9_E9600,22921.0,unmapped_icd_in_vocab,,true,Unarmed fight or brawl,ICD9,10,9,Unarmed fight or brawl
diagnosis,ICD9,845.00,84500,PHE_840,26626.0,mapped_phecode,,true,Sprains and strains (injuries & poisonings),ICD9,205,53,"Sprain of ankle, unspecified site"
diagnosis,ICD9,969.4,9694,PHE_969,26702.0,mapped_phecode,,true,Poisoning by psychotropic agents (injuries & poisonings),ICD9,2,1,Poisoning by benzodiazepine-based tranquilizers(969.4)
diagnosis,ICD9,845.10,84510,PHE_840,26626.0,mapped_phecode,,true,Sprains and strains (injuries & poisonings),ICD9,29,14,Foot sprain
diagnosis,ICD9,814.00,81400,PHE_804,26613.0,mapped_phecode,,true,Fracture of hand or wrist (injuries & poisonings),ICD9,13,4,Fracture of carpal bone
diagnosis,ICD10,S59.221A,S59221A,ICD10_S59221A,,oov,unknown_unmappable,true,,ICD10,11,6,"Salter-Harris type II physeal fracture of lower end of radius, right arm, initial encounter for closed fracture"
diagnosis,ICD10,R40.2142,R402142,ICD10_R402142,13845.0,unmapped_icd_in_vocab,,true,"Coma scale, eyes open, spontaneous, at arrival to emergency department",ICD10,4,3,"Coma scale, eyes open, spontaneous, at arrival to emergency department"
diagnosis,ICD10,S91.312A,S91312A,ICD10_S91312A,17972.0,unmapped_icd_in_vocab,,true,"Laceration without foreign body, left foot, initial encounter",ICD10,15,5,"Laceration without foreign body, left foot, initial encounter"
diagnosis,ICD10,R40.2252,R402252,ICD10_R402252,13867.0,unmapped_icd_in_vocab,,true,"Coma scale, best verbal response, oriented, at arrival to emergency department",ICD10,4,3,"Coma scale, best verbal response, oriented, at arrival to emergency department"
diagnosis,ICD10,T21.34XA,T2134XA,ICD10_T2134XA,18418.0,unmapped_icd_in_vocab,,true,"Burn of third degree of lower back, initial encounter",ICD10,1,1,"Burn of third degree of lower back, initial encounter"
diagnosis,ICD9,815.00,81500,PHE_804,26613.0,mapped_phecode,,true,Fracture of hand or wrist (injuries & poisonings),ICD9,25,8,"Closed fracture of 5th metacarpal, initial encounter"
diagnosis,ICD10,L01.00,L0100,ICD10_L0100,10231.0,unmapped_icd_in_vocab,,true,"Impetigo, unspecified",ICD10,245,82,Impetigo
diagnosis,ICD10,L02.31,L0231,ICD10_L0231,10253.0,unmapped_icd_in_vocab,,true,Cutaneous abscess of buttock,ICD10,77,26,Cutaneous abscess of buttock
diagnosis,ICD9,V69.2,V692,ICD9_V692,23345.0,unmapped_icd_in_vocab,,true,High-risk sexual behavior,ICD9,4,1,High risk sexual behavior
diagnosis,ICD10,S59.912A,S59912A,ICD10_S59912A,,oov,unknown_unmappable,true,,ICD10,64,30,"Forearm injury, left, initial encounter"
diagnosis,ICD9,727.03,72703,PHE_727.1,26420.0,mapped_phecode,,true,Synovitis and tenosynovitis (musculoskeletal),ICD9,16,4,Trigger thumb of right hand
diagnosis,ICD10,D57.419,D57419,ICD10_D57419,6632.0,unmapped_icd_in_vocab,,true,"Sickle-cell thalassemia, unspecified, with crisis",ICD10,2,1,"Sickle-cell thalassemia with crisis, unspecified"
diagnosis,ICD10,S31.809A,S31809A,ICD10_S31809A,15193.0,unmapped_icd_in_vocab,,true,"Unspecified open wound of unspecified buttock, initial encounter",ICD10,2,2,"Wound, open, buttock"
diagnosis,ICD10,M86.9,M869,PHE_710.19,26374.0,mapped_phecode,,true,Unspecified osteomyelitis (musculoskeletal),ICD10,74,13,Osteomyelitis
diagnosis,ICD10,M21.70,M2170,ICD10_M2170,11061.0,unmapped_icd_in_vocab,,true,"Unequal limb length (acquired), unspecified site",ICD10,253,42,Leg length discrepancy
diagnosis,ICD10,E30.0,E300,PHE_259.3,,oov,pediatric_absent,true,,ICD10,77,14,Delayed puberty
diagnosis,ICD10,B96.1,B961,PHE_480.1,25861.0,mapped_phecode,,true,Bacterial pneumonia (respiratory),ICD10,42,29,Klebsiella pneumoniae (k. pneumoniae) as the cause of diseases classified elsewhere
diagnosis,ICD9,737.41,73741,PHE_737.1,26461.0,mapped_phecode,,true,Kyphosis (acquired) (musculoskeletal),ICD9,6,3,Kyphosis associated with other condition
diagnosis,ICD9,756.19,75619,PHE_754,26530.0,mapped_phecode,,true,Congenital musculoskeletal deformities of spine (congenital anomalies),ICD9,43,11,Other congenital anomaly of spine
diagnosis,ICD10,L76.22,L7622,ICD10_L7622,10353.0,unmapped_icd_in_vocab,,true,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure,ICD10,6,3,Postoperative hemorrhage of subcutaneous tissue following non-dermatologic procedure
diagnosis,ICD10,F78,F78,ICD10_F78,7486.0,unmapped_icd_in_vocab,,false,Other intellectual disabilities,ICD10,6,4,Other intellectual disabilities
diagnosis,ICD9,317,317,PHE_315.3,25469.0,mapped_phecode,,false,Mental retardation (mental disorders),ICD9,415,30,Mild mental retardation (I.Q. 50-70)
diagnosis,ICD10,F33.41,F3341,ICD10_F3341,7420.0,unmapped_icd_in_vocab,,true,"Major depressive disorder, recurrent, in partial remission",ICD10,165,15,"MDD (major depressive disorder), recurrent, in partial remission"
diagnosis,ICD10,Q17.8,Q178,PHE_749,26502.0,mapped_phecode,,true,Congenital anomalies of face and neck (congenital anomalies),ICD10,6,5,Other specified congenital malformations of ear
diagnosis,ICD10,G40.911,G40911,ICD10_G40911,7565.0,unmapped_icd_in_vocab,,true,"Epilepsy, unspecified, intractable, with status epilepticus",ICD10,49,15,"Intractable epilepsy with status epilepticus, unspecified epilepsy type"
diagnosis,ICD10,G40.509,G40509,ICD10_G40509,7553.0,unmapped_icd_in_vocab,,true,"Epileptic seizures related to external causes, not intractable, without status epilepticus",ICD10,17,2,"Nonintractable epilepsy due to external causes, without status epilepticus"
diagnosis,ICD10,F32.5,F325,ICD10_F325,7414.0,unmapped_icd_in_vocab,,true,"Major depressive disorder, single episode, in full remission",ICD10,73,9,"Major depressive disorder in remission, unspecified whether recurrent"
diagnosis,ICD10,T74.32XA,T7432XA,ICD10_T7432XA,,oov,unknown_unmappable,true,,ICD10,10,4,"Child victim of psychological bullying, initial encounter"
diagnosis,ICD10,S62.101A,S62101A,ICD10_S62101A,16527.0,unmapped_icd_in_vocab,,true,"Fracture of unspecified carpal bone, right wrist, initial encounter for closed fracture",ICD10,2,1,"Fracture of unspecified carpal bone, right wrist, initial encounter for closed fracture"
diagnosis,ICD10,C91.02,C9102,ICD10_C9102,6394.0,unmapped_icd_in_vocab,,true,"Acute lymphoblastic leukemia, in relapse",ICD10,282,2,"Acute lymphoblastic leukemia, in relapse"
diagnosis,ICD10,D89.810,D89810,ICD10_D89810,6729.0,unmapped_icd_in_vocab,,true,Acute graft-versus-host disease,ICD10,20,1,Acute graft-versus-host disease
diagnosis,ICD10,T45.1X5D,T451X5D,ICD10_T451X5D,18959.0,unmapped_icd_in_vocab,,true,"Adverse effect of antineoplastic and immunosuppressive drugs, subsequent encounter",ICD10,5,3,"Adverse effect of antineoplastic and immunosuppressive drugs, subsequent encounter"
diagnosis,ICD10,Z80.42,Z8042,ICD10_Z8042,21487.0,unmapped_icd_in_vocab,,true,Family history of malignant neoplasm of prostate,ICD10,1,1,Family history of malignant neoplasm of prostate
diagnosis,ICD10,G62.0,G620,PHE_316.1,25471.0,mapped_phecode,,true,Polyneuropathy due to drugs (mental disorders),ICD10,62,5,Drug-induced polyneuropathy
diagnosis,ICD10,Z80.3,Z803,ICD10_Z803,21485.0,unmapped_icd_in_vocab,,true,Family history of malignant neoplasm of breast,ICD10,4,3,Family history of malignant neoplasm of breast
diagnosis,ICD10,G89.3,G893,ICD10_G893,7801.0,unmapped_icd_in_vocab,,true,Neoplasm related pain (acute) (chronic),ICD10,9,4,Neoplasm related pain (acute) (chronic)
diagnosis,ICD9,239.6,2396,PHE_191,25118.0,mapped_phecode,,true,Manlignant and unknown neoplasms of brain and nervous system (neoplasms),ICD9,24,3,Brain tumor
diagnosis,ICD10,H18.40,H1840,ICD10_H1840,8104.0,unmapped_icd_in_vocab,,true,Unspecified corneal degeneration,ICD10,2,1,Punctate keratopathy
diagnosis,ICD9,996.67,99667,PHE_081,25018.0,mapped_phecode,,true,Infection/inflammation of internal prosthetic device; implant; and graft (infectious diseases),ICD9,5,2,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
diagnosis,ICD9,374.9,3749,PHE_374,25626.0,mapped_phecode,,true,Other disorders of eyelids (sense organs),ICD9,2,1,Unspecified disorder of eyelid
diagnosis,ICD10,H52.02,H5202,ICD10_H5202,8512.0,unmapped_icd_in_vocab,,true,"Hypermetropia, left eye",ICD10,29,11,"Hyperopia, left"
diagnosis,ICD10,H49.9,H499,PHE_378.5,25641.0,mapped_phecode,,true,Paralytic strabismus (sense organs),ICD10,10,4,Ophthalmoplegia
diagnosis,ICD10,H04.203,H04203,ICD10_H04203,7972.0,unmapped_icd_in_vocab,,true,"Unspecified epiphora, bilateral",ICD10,28,12,"Epiphora, bilateral"
diagnosis,ICD9,V12.59,V1259,PHE_459.9,25839.0,mapped_phecode,,true,Circulatory disease NEC (circulatory system),ICD9,23,18,Personal history of other diseases of circulatory system
diagnosis,ICD10,G47.69,G4769,ICD10_G4769,7662.0,unmapped_icd_in_vocab,,true,Other sleep related movement disorders,ICD10,42,17,Sleep related rhythmic movement disorder
diagnosis,ICD9,459.9,4599,PHE_459.9,25839.0,mapped_phecode,,true,Circulatory disease NEC (circulatory system),ICD9,13,5,Sleep-related hypoventilation due to vascular pathology
diagnosis,ICD9,276.3,2763,PHE_276.42,25321.0,mapped_phecode,,true,Alkalosis (endocrine/metabolic),ICD9,19,14,Alkalosis
diagnosis,ICD10,Z73.810,Z73810,ICD10_Z73810,,oov,unknown_unmappable,true,,ICD10,142,36,"Behavioral insomnia of childhood, sleep-onset association type"
diagnosis,ICD10,M86.60,M8660,ICD10_M8660,12341.0,unmapped_icd_in_vocab,,true,"Other chronic osteomyelitis, unspecified site",ICD10,30,5,"Other chronic osteomyelitis, unspecified site"
diagnosis,ICD10,K86.8,K868,PHE_577,26067.0,mapped_phecode,,true,Diseases of pancreas (digestive),ICD10,67,14,Other specified diseases of pancreas
diagnosis,ICD10,B95.7,B957,PHE_041.1,24993.0,mapped_phecode,,true,Staphylococcus infections (infectious diseases),ICD10,13,11,Other staphylococcus as the cause of diseases classified elsewhere
diagnosis,ICD10,E84.19,E8419,ICD10_E8419,7035.0,unmapped_icd_in_vocab,,true,Cystic fibrosis with other intestinal manifestations,ICD10,297,17,Cystic fibrosis with other intestinal manifestations
diagnosis,ICD9,786.3,7863,PHE_516.1,25918.0,mapped_phecode,,true,Hemoptysis (respiratory),ICD9,11,3,Hemoptysis
diagnosis,ICD9,518.6,5186,PHE_117.4,25045.0,mapped_phecode,,true,Aspergillosis (infectious diseases),ICD9,110,2,Allergic bronchopulmonary aspergillosis
diagnosis,ICD10,M41.80,M4180,ICD10_M4180,11438.0,unmapped_icd_in_vocab,,true,"Other forms of scoliosis, site unspecified",ICD10,17,12,"Other forms of scoliosis, site unspecified"
diagnosis,ICD10,Y75.3,Y753,ICD10_Y753,20729.0,unmapped_icd_in_vocab,,true,"Surgical instruments, materials and neurological devices (including sutures) associated with adverse incidents",ICD10,2,2,"Surgical instruments, materials and neurological devices (including sutures) associated with adverse incidents"
diagnosis,ICD10,M26.69,M2669,ICD10_M2669,11349.0,unmapped_icd_in_vocab,,true,Other specified disorders of temporomandibular joint,ICD10,18,4,Mandibular dysfunction
diagnosis,ICD10,T82.9XXD,T829XXD,ICD10_T829XXD,19546.0,unmapped_icd_in_vocab,,true,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, subsequent encounter",ICD10,15,4,"Central line complication, subsequent encounter"
diagnosis,ICD10,Q67.8,Q678,PHE_756,26539.0,mapped_phecode,,true,Other congenital musculoskeletal anomalies (congenital anomalies),ICD10,16,6,Other congenital deformities of chest
diagnosis,ICD9,709.8,7098,PHE_689,26304.0,mapped_phecode,,true,Disorder of skin and subcutaneous tissue NOS (dermatologic),ICD9,36,27,"Rash, vesicular"
diagnosis,ICD9,V14.7,V147,PHE_941,26672.0,mapped_phecode,,true,Adverse reaction to serum or vaccine (injuries & poisonings),ICD9,3,2,Personal history of allergy to serum or vaccine
diagnosis,ICD9,041.6,0416,PHE_041,24992.0,mapped_phecode,,true,Bacterial infection NOS (infectious diseases),ICD9,6,5,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
diagnosis,ICD10,M35.1,M351,PHE_709.6,26368.0,mapped_phecode,,true,Other specified diffuse diseases of connective tissue (dermatologic),ICD10,3,2,Other overlap syndromes
diagnosis,ICD9,795.2,7952,ICD9_7952,22070.0,unmapped_icd_in_vocab,,true,Nonspecific abnormal findings on chromosomal analysis,ICD9,31,10,Abnormal genetic test
diagnosis,ICD9,997.32,99732,ICD9_99732,22492.0,unmapped_icd_in_vocab,,true,Postprocedural aspiration pneumonia,ICD9,2,2,Postprocedural aspiration pneumonia
diagnosis,ICD9,918.1,9181,ICD9_9181,22310.0,unmapped_icd_in_vocab,,true,Superficial injury of cornea,ICD9,59,20,Superficial injury of cornea
diagnosis,ICD10,I27.9,I279,PHE_415.2,25709.0,mapped_phecode,,true,Chronic pulmonary heart disease (circulatory system),ICD10,6,3,"Pulmonary heart disease, unspecified"
diagnosis,ICD9,375.55,37555,PHE_375,25631.0,mapped_phecode,,true,Disorders of lacrimal system (sense organs),ICD9,6,4,"Obstruction of nasolacrimal duct, neonatal"
diagnosis,ICD9,351.0,3510,PHE_352.2,25545.0,mapped_phecode,,true,Facial nerve disorders [CN7] (neurological),ICD9,21,5,Bell's palsy
diagnosis,ICD9,360.21,36021,PHE_360.2,25558.0,mapped_phecode,,true,Progressive myopia (sense organs),ICD9,3,1,Progressive high (degenerative) myopia
diagnosis,ICD10,B77.9,B779,PHE_134.1,25053.0,mapped_phecode,,true,Intestinal helminthiases (infectious diseases),ICD10,2,1,"Ascariasis, unspecified"
diagnosis,ICD10,H35.122,H35122,ICD10_H35122,,oov,unknown_unmappable,true,,ICD10,5,2,"Retinopathy of prematurity, stage 1, left eye"
diagnosis,ICD10,H02.59,H0259,ICD10_H0259,,oov,unknown_unmappable,true,,ICD10,18,7,Excessive blinking
diagnosis,ICD9,719.56,71956,PHE_741.2,26476.0,mapped_phecode,,true,Stiffness of joint (musculoskeletal),ICD9,9,5,"Stiffness of joint, not elsewhere classified, lower leg"
diagnosis,ICD9,379.56,37956,PHE_378.2,25640.0,mapped_phecode,,true,Nystagmus and other irregular eye movements (sense organs),ICD9,7,3,Other forms of nystagmus
diagnosis,ICD9,765.01,76501,ICD9_76501,,oov,code_version_mismatch,true,,ICD9,5,3,"Extreme fetal immaturity, less than 500 grams"
diagnosis,ICD9,307.23,30723,PHE_313.2,25464.0,mapped_phecode,,true,Tics and stuttering (mental disorders),ICD9,58,8,Tourette's disorder
diagnosis,ICD9,323.81,32381,PHE_323.8,25479.0,mapped_phecode,,true,"Encephalitis, non-infectious (neurological)",ICD9,115,2,Autoimmune encephalomyelitis
diagnosis,ICD9,478.9,4789,PHE_479,25859.0,mapped_phecode,,true,Other upper respiratory disease (respiratory),ICD9,6,5,Tracheal scarring
diagnosis,ICD10,T86.810,T86810,ICD10_T86810,19870.0,unmapped_icd_in_vocab,,true,Lung transplant rejection,ICD10,355,2,Lung transplant rejection
diagnosis,ICD10,N13.39,N1339,ICD10_N1339,12569.0,unmapped_icd_in_vocab,,true,Other hydronephrosis,ICD10,48,11,Other hydronephrosis
diagnosis,ICD10,P39.1,P391,PHE_657,,oov,pediatric_absent,true,,ICD10,4,3,Neonatal conjunctivitis and dacryocystitis
diagnosis,ICD9,078.5,0785,PHE_079,25013.0,mapped_phecode,,true,Viral infection (infectious diseases),ICD9,18,3,CMV (cytomegalovirus infection)
diagnosis,ICD10,M25.471,M25471,ICD10_M25471,11248.0,unmapped_icd_in_vocab,,true,"Effusion, right ankle",ICD10,13,9,"Effusion, right ankle"
diagnosis,ICD9,171.5,1715,PHE_170.2,25085.0,mapped_phecode,,true,Cancer of connective tissue (neoplasms),ICD9,9,1,Malignant neoplasm of connective and other soft tissue of abdomen
diagnosis,ICD10,T81.89XD,T8189XD,ICD10_T8189XD,19433.0,unmapped_icd_in_vocab,,true,"Other complications of procedures, not elsewhere classified, subsequent encounter",ICD10,19,9,"Biloma following surgery, subsequent encounter"
diagnosis,ICD10,K66.8,K668,PHE_568,26036.0,mapped_phecode,,true,Other disorders of peritoneum (digestive),ICD10,12,9,"Biloma following surgery, subsequent encounter"
diagnosis,ICD9,770.81,77081,PHE_656.26,,oov,pediatric_absent,true,,ICD9,76,52,Primary apnea of newborn
diagnosis,ICD10,Z11.6,Z116,ICD10_Z116,,oov,unknown_unmappable,true,,ICD10,2,1,Encounter for screening for other protozoal diseases and helminthiases
diagnosis,ICD9,571.5,5715,PHE_571.51,26042.0,mapped_phecode,,true,Cirrhosis of liver without mention of alcohol (digestive),ICD9,18,2,Cirrhosis of liver without mention of alcohol
diagnosis,ICD9,V78.9,V789,ICD9_V789,23379.0,unmapped_icd_in_vocab,,true,Screening for unspecified disorder of blood and blood-forming organs,ICD9,2,1,Screening for unspecified disorder of blood and blood-forming organs
diagnosis,ICD9,277.9,2779,PHE_277,25325.0,mapped_phecode,,true,Other disorders of metabolism (endocrine/metabolic),ICD9,17,9,Unspecified disorder of metabolism
diagnosis,ICD9,276.8,2768,PHE_276.14,25318.0,mapped_phecode,,true,Hypopotassemia (endocrine/metabolic),ICD9,47,27,Hypopotassemia
diagnosis,ICD9,288.3,2883,PHE_288.3,25394.0,mapped_phecode,,true,Eosinophilia (hematopoietic),ICD9,14,6,Eosinophilia
diagnosis,ICD10,N30.90,N3090,ICD10_N3090,12604.0,unmapped_icd_in_vocab,,true,"Cystitis, unspecified without hematuria",ICD10,18,8,"Cystitis, unspecified without hematuria"
diagnosis,ICD10,L65.8,L658,PHE_704.1,26347.0,mapped_phecode,,true,Alopecia (dermatologic),ICD10,9,4,Other specified nonscarring hair loss
