event_type,code_system,raw_code,normalized_code,mimic_token,mapping_status,oov_cause,n_events,n_patients,sample_description
medication,RXNORM,1809076,1809076,RXN_1809076,oov,pediatric_absent,27,5,immun glob G(IgG)/pro/IgA 0-50
medication,RXNORM,312881,312881,RXN_312881,oov,pediatric_absent,27,21,salicylic acid
procedure,HCPCS,42524,42524,HCPCS_42524,oov,unknown_unmappable,27,27,HX TYMPANOPLASTY
drg,DRG,OMAPR131,OMAPR131,DRG_OMAPR131,oov,unknown_unmappable,27,4,CYSTIC FIBROSIS - PULMONARY DISEASE
medication,RXNORM,857560,857560,RXN_857560,oov,pediatric_absent,27,1,trospium chloride
drg,DRG,MS871,MS871,DRG_MS871,oov,unknown_unmappable,27,19,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC
drg,DRG,MS982,MS982,DRG_MS982,oov,unknown_unmappable,27,25,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC
medication,RXNORM,10691,10691,RXN_10691,oov,pediatric_absent,26,14,tranexamic acid
medication,RXNORM,617302,617302,RXN_617302,oov,pediatric_absent,26,14,amoxicillin/potassium clav
medication,RXNORM,1809438,1809438,RXN_1809438,oov,pediatric_absent,26,2,immune globul G/gly/IgA avg 46
medication,RXNORM,310932,310932,RXN_310932,oov,pediatric_absent,26,10,hypromellose
diagnosis,ICD9,E007.8,E0078,ICD9_E0078,oov,code_version_mismatch,26,23,"Activities involving physical games generally associated with school recess, summer camp and children"
medication,RXNORM,1362753,1362753,RXN_1362753,oov,pediatric_absent,26,9,melatonin
diagnosis,ICD10,H60.333,H60333,ICD10_H60333,oov,unknown_unmappable,26,8,Acute swimmer's ear of both sides
medication,RXNORM,853494,853494,RXN_853494,oov,pediatric_absent,26,1,canakinumab/PF
diagnosis,ICD10,G44.019,G44019,ICD10_G44019,oov,unknown_unmappable,26,2,"Episodic cluster headache, not intractable"
medication,RXNORM,10046,10046,RXN_10046,oov,pediatric_absent,26,11,starch
medication,RXNORM,866111,866111,RXN_866111,oov,pediatric_absent,26,10,buspirone HCl
procedure,HCPCS,46380,46380,HCPCS_46380,oov,unknown_unmappable,26,26,HX CLEFT LIP REPAIR
drg,DRG,OMAPR383,OMAPR383,DRG_OMAPR383,oov,unknown_unmappable,26,24,CELLULITIS & OTHER SKIN INFECTIONS
drg,DRG,MS179,MS179,DRG_MS179,oov,unknown_unmappable,26,14,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC
drg,DRG,OMAPR021,OMAPR021,DRG_OMAPR021,oov,unknown_unmappable,26,24,OPEN CRANIOTOMY EXCEPT TRAUMA
drg,DRG,MS791,MS791,DRG_MS791,oov,unknown_unmappable,26,26,PREMATURITY W MAJOR PROBLEMS
drg,DRG,MS847,MS847,DRG_MS847,oov,unknown_unmappable,26,6,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC
diagnosis,ICD10,P92.2,P922,PHE_656.3,oov,pediatric_absent,26,5,Slow feeding in newborn
diagnosis,ICD10,S82.244D,S82244D,ICD10_S82244D,oov,unknown_unmappable,26,2,"Closed nondisplaced spiral fracture of shaft of right tibia with routine healing, subsequent encounter"
diagnosis,ICD10,Z71.0,Z710,ICD10_Z710,oov,unknown_unmappable,26,4,Person encountering health services to consult on behalf of another person
medication,RXNORM,307696,307696,RXN_307696,oov,pediatric_absent,26,7,acetaminophen
medication,RXNORM,314165,314165,RXN_314165,oov,pediatric_absent,26,2,prednisolone sodium phosphate
diagnosis,ICD10,Q55.69,Q5569,ICD10_Q5569,oov,unknown_unmappable,26,10,Other congenital malformation of penis
drg,DRG,MS838,MS838,DRG_MS838,oov,unknown_unmappable,26,4,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT
diagnosis,ICD10,S52.91XS,S5291XS,ICD10_S5291XS,oov,unknown_unmappable,26,1,"Unspecified fracture of right forearm, sequela"
diagnosis,ICD9,771.4,7714,PHE_657,oov,pediatric_absent,26,14,Omphalitis
medication,RXNORM,1014643,1014643,RXN_1014643,oov,pediatric_absent,26,20,cetirizine HCl
diagnosis,ICD9,768.5,7685,ICD9_7685,oov,code_version_mismatch,26,2,Birth asphyxia with 1 minute Apgar score 0-3
drg,DRG,OMAPR424,OMAPR424,DRG_OMAPR424,oov,unknown_unmappable,26,13,OTHER ENDOCRINE DISORDERS
diagnosis,ICD10,H72.03,H7203,ICD10_H7203,oov,unknown_unmappable,26,9,"Central perforation of tympanic membrane, bilateral"
drg,DRG,MS690,MS690,DRG_MS690,oov,unknown_unmappable,26,21,KIDNEY & URINARY TRACT INFECTIONS W/O MCC
diagnosis,ICD10,H72.02,H7202,ICD10_H7202,oov,unknown_unmappable,25,9,Central perforation of tympanic membrane of left ear
diagnosis,ICD9,773.0,7730,PHE_656.1,oov,pediatric_absent,25,1,Hemolytic disease due to Rh isoimmunization of fetus or newborn
diagnosis,ICD10,Z13.9,Z139,ICD10_Z139,oov,unknown_unmappable,25,11,"Encounter for screening, unspecified"
medication,RXNORM,877525,877525,RXN_877525,oov,pediatric_absent,25,5,Lactobacillus rhamnosus GG
diagnosis,ICD10,H65.197,H65197,ICD10_H65197,oov,unknown_unmappable,25,10,"Other recurrent acute nonsuppurative otitis media, unspecified laterality"
medication,RXNORM,847243,847243,RXN_847243,oov,pediatric_absent,25,3,somatropin
diagnosis,ICD10,H93.293,H93293,ICD10_H93293,oov,unknown_unmappable,25,13,"Other abnormal auditory perceptions, bilateral"
medication,RXNORM,602811,602811,RXN_602811,oov,pediatric_absent,25,16,Lactobacillus rhamnosus GG
medication,RXNORM,351137,351137,RXN_351137,oov,pediatric_absent,25,9,albuterol sulfate
medication,RXNORM,1364445,1364445,RXN_1364445,oov,pediatric_absent,25,1,apixaban
procedure,HCPCS,1390,1390,HCPCS_1390,oov,unknown_unmappable,25,25,EGD
diagnosis,ICD9,767.19,76719,ICD9_76719,oov,code_version_mismatch,25,10,Other birth injuries to scalp
diagnosis,ICD10,H52.11,H5211,ICD10_H5211,oov,unknown_unmappable,25,11,"Myopia, right eye"
diagnosis,ICD9,259.0,2590,PHE_259.3,oov,pediatric_absent,25,6,Delayed puberty
diagnosis,ICD10,S83.231D,S83231D,ICD10_S83231D,oov,unknown_unmappable,25,1,"Complex tear of medial meniscus, current injury, right knee, subsequent encounter"
medication,RXNORM,1495317,1495317,RXN_1495317,oov,pediatric_absent,25,10,phenol/sodium phenolate
medication,RXNORM,835809,835809,RXN_835809,oov,pediatric_absent,25,6,testosterone enanthate
diagnosis,ICD10,A08.32,A0832,ICD10_A0832,oov,unknown_unmappable,25,12,Astrovirus gastroenteritis
diagnosis,ICD10,T74.12XS,T7412XS,ICD10_T7412XS,oov,unknown_unmappable,25,3,"Child physical abuse, sequela"
medication,RXNORM,1091341,1091341,RXN_1091341,oov,pediatric_absent,25,8,methylphenidate HCl
drg,DRG,MS152,MS152,DRG_MS152,oov,unknown_unmappable,25,22,OTITIS MEDIA & URI W MCC
diagnosis,ICD10,H52.202,H52202,ICD10_H52202,oov,unknown_unmappable,24,8,"Myopia with astigmatism, left"
medication,RXNORM,856652,856652,RXN_856652,oov,pediatric_absent,24,1,dantrolene sodium
medication,RXNORM,577208,577208,RXN_577208,oov,pediatric_absent,24,6,omega-3 acid ethyl esters
medication,RXNORM,1037184,1037184,RXN_1037184,oov,pediatric_absent,24,3,norethindrone-e.estradiol-iron
medication,RXNORM,636811,636811,RXN_636811,oov,pediatric_absent,24,11,melatonin
medication,RXNORM,313159,313159,RXN_313159,oov,pediatric_absent,24,14,sumatriptan
medication,RXNORM,855312,855312,RXN_855312,oov,pediatric_absent,24,6,warfarin sodium
diagnosis,ICD10,R10.83,R1083,ICD10_R1083,oov,unknown_unmappable,24,11,Colic
diagnosis,ICD10,Z73.811,Z73811,ICD10_Z73811,oov,unknown_unmappable,24,9,"Behavioral insomnia of childhood, limit setting type"
medication,RXNORM,312837,312837,RXN_312837,oov,pediatric_absent,24,12,rizatriptan benzoate
diagnosis,ICD10,H83.2X3,H832X3,ICD10_H832X3,oov,unknown_unmappable,24,3,"Vestibular dysfunction, bilateral"
diagnosis,ICD10,S89.122D,S89122D,ICD10_S89122D,oov,unknown_unmappable,24,1,"Salter-harris type ii physeal fracture of lower end of left tibia, subsequent encounter for fracture with routine healing"
drg,DRG,MS983,MS983,DRG_MS983,oov,unknown_unmappable,24,24,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC
diagnosis,ICD10,S73.004S,S73004S,ICD10_S73004S,oov,unknown_unmappable,24,5,"Bilateral hip dislocation, sequela"
diagnosis,ICD10,S42.442D,S42442D,ICD10_S42442D,oov,unknown_unmappable,24,2,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing"
medication,RXNORM,349553,349553,RXN_349553,oov,pediatric_absent,24,4,aripiprazole
medication,RXNORM,242026,242026,RXN_242026,oov,pediatric_absent,24,5,melatonin
drg,DRG,MS864,MS864,DRG_MS864,oov,unknown_unmappable,24,21,FEVER AND INFLAMMATORY CONDITIONS
procedure,HCPCS,62460,62460,HCPCS_62460,oov,unknown_unmappable,24,24,MRI-BRAIN
medication,RXNORM,1094104,1094104,RXN_1094104,oov,pediatric_absent,23,10,phenazopyridine HCl
diagnosis,ICD10,Z13.1,Z131,ICD10_Z131,oov,unknown_unmappable,23,9,Encounter for screening for diabetes mellitus
medication,RXNORM,1649405,1649405,RXN_1649405,oov,pediatric_absent,23,4,doxycycline hyclate
diagnosis,ICD10,P22.1,P221,PHE_656.26,oov,pediatric_absent,23,11,Transient tachypnea of newborn
diagnosis,ICD10,Q53.21,Q5321,ICD10_Q5321,oov,unknown_unmappable,23,9,"Abdominal testis, bilateral"
medication,RXNORM,1736647,1736647,RXN_1736647,oov,pediatric_absent,23,3,rimabotulinumtoxinB
diagnosis,ICD10,M25.639,M25639,ICD10_M25639,oov,unknown_unmappable,23,2,Decreased ROM of wrist
medication,RXNORM,198428,198428,RXN_198428,oov,pediatric_absent,23,10,lamotrigine
diagnosis,ICD9,732.7,7327,PHE_732.7,oov,pediatric_absent,23,4,Osteochondritis dissecans
medication,RXNORM,753436,753436,RXN_753436,oov,pediatric_absent,23,7,methylphenidate
medication,RXNORM,1649560,1649560,RXN_1649560,oov,pediatric_absent,23,10,albuterol sulfate
diagnosis,ICD10,H10.12,H1012,ICD10_H1012,oov,unknown_unmappable,23,10,Allergic conjunctivitis of left eye
procedure,HCPCS,1430,1430,HCPCS_1430,oov,unknown_unmappable,23,23,"GASTROSTOMY TUBE, PLACE"
drg,DRG,MS103,MS103,DRG_MS103,oov,unknown_unmappable,23,18,HEADACHES W/O MCC
drg,DRG,OMAPR095,OMAPR095,DRG_OMAPR095,oov,unknown_unmappable,23,20,CLEFT LIP & PALATE REPAIR
drg,DRG,OMAPR751,OMAPR751,DRG_OMAPR751,oov,unknown_unmappable,23,18,MAJOR DEPRESSIVE DISORDERS & OTHER/UNSPECIFIED PSYCHOSES
drg,DRG,MS154,MS154,DRG_MS154,oov,unknown_unmappable,23,22,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC"
diagnosis,ICD10,T18.9XXD,T189XXD,ICD10_T189XXD,oov,unknown_unmappable,23,9,"Foreign body alimentary tract, subsequent encounter"
diagnosis,ICD10,H52.12,H5212,ICD10_H5212,oov,unknown_unmappable,23,7,"Myopia with astigmatism, left"
diagnosis,ICD10,S43.431D,S43431D,ICD10_S43431D,oov,unknown_unmappable,23,1,"Labral tear of shoulder, right, subsequent encounter"
diagnosis,ICD10,F31.78,F3178,ICD10_F3178,oov,unknown_unmappable,23,2,"Bipolar disorder, in full remission, most recent episode mixed"
medication,RXNORM,883826,883826,RXN_883826,oov,pediatric_absent,23,9,tranexamic acid
procedure,HCPCS,53794,53794,HCPCS_53794,oov,unknown_unmappable,23,23,MANOMETRY/ANORECTAL 91122
diagnosis,ICD9,761.5,7615,ICD9_7615,oov,code_version_mismatch,23,18,Fetus or newborn affected by multiple pregnancy of mother
drg,DRG,OMAPR661,OMAPR661,DRG_OMAPR661,oov,unknown_unmappable,23,4,COAGULATION & PLATELET DISORDERS
drg,DRG,MS884,MS884,DRG_MS884,oov,unknown_unmappable,23,20,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY
medication,RXNORM,310466,310466,RXN_310466,oov,pediatric_absent,23,7,gentamicin sulfate
diagnosis,ICD9,V21.32,V2132,PHE_637,oov,pediatric_absent,22,9,"Low birth weight status, 500-999 grams"
medication,RXNORM,1028454,1028454,RXN_1028454,oov,pediatric_absent,22,2,levomefolate/algal oil
medication,RXNORM,1313927,1313927,RXN_1313927,oov,pediatric_absent,22,4,iron polysaccharide complex/D3
medication,RXNORM,313564,313564,RXN_313564,oov,pediatric_absent,22,5,valacyclovir HCl
medication,RXNORM,1115462,1115462,RXN_1115462,oov,pediatric_absent,22,3,leuprolide acetate
medication,RXNORM,1806193,1806193,RXN_1806193,oov,pediatric_absent,22,3,methylphenidate HCl
medication,RXNORM,11251,11251,RXN_11251,oov,pediatric_absent,22,14,vitamin B complex
medication,RXNORM,1248739,1248739,RXN_1248739,oov,pediatric_absent,22,6,melatonin
medication,RXNORM,204423,204423,RXN_204423,oov,pediatric_absent,22,7,neomycin/polymyxin B/hydrocort
medication,RXNORM,1233031,1233031,RXN_1233031,oov,pediatric_absent,22,11,cholecalciferol (vitamin D3)
medication,RXNORM,966527,966527,RXN_966527,oov,pediatric_absent,22,13,budesonide
medication,RXNORM,1373226,1373226,RXN_1373226,oov,pediatric_absent,22,9,"petrolatum,white"
medication,RXNORM,1304261,1304261,RXN_1304261,oov,pediatric_absent,22,17,flu vaccine 2012 (2-49yrs)
diagnosis,ICD10,H35.131,H35131,ICD10_H35131,oov,unknown_unmappable,22,2,"Retinopathy of prematurity of right eye, stage 2"
diagnosis,ICD10,P24.30,P2430,ICD10_P2430,oov,unknown_unmappable,22,9,Aspiration of formula
medication,RXNORM,1666311,1666311,RXN_1666311,oov,pediatric_absent,22,1,factor IX human recombinant
medication,RXNORM,861004,861004,RXN_861004,oov,pediatric_absent,22,12,metformin HCl
medication,RXNORM,313650,313650,RXN_313650,oov,pediatric_absent,22,3,vitamin A palmitate
medication,RXNORM,1926331,1926331,RXN_1926331,oov,pediatric_absent,22,3,insulin lispro
medication,RXNORM,259216,259216,RXN_259216,oov,pediatric_absent,22,12,poractant alfa
drg,DRG,MS547,MS547,DRG_MS547,oov,unknown_unmappable,22,2,CONNECTIVE TISSUE DISORDERS W/O CC/MCC
drg,DRG,MS195,MS195,DRG_MS195,oov,unknown_unmappable,22,22,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC
drg,DRG,MS190,MS190,DRG_MS190,oov,unknown_unmappable,22,9,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC
diagnosis,ICD10,Z04.72,Z0472,ICD10_Z0472,oov,unknown_unmappable,22,11,Encounter for examination and observation following alleged child physical abuse
medication,RXNORM,1989814,1989814,RXN_1989814,oov,pediatric_absent,22,1,emicizumab-kxwh
diagnosis,ICD10,S59.911A,S59911A,ICD10_S59911A,oov,unknown_unmappable,22,18,"Unspecified injury of right forearm, initial encounter"
diagnosis,ICD10,Q70.33,Q7033,ICD10_Q7033,oov,unknown_unmappable,22,11,"Webbed toes, bilateral"
medication,RXNORM,313160,313160,RXN_313160,oov,pediatric_absent,22,10,sumatriptan succinate
diagnosis,ICD10,S73.003D,S73003D,ICD10_S73003D,oov,unknown_unmappable,22,6,"Subluxation of hip, unspecified laterality, subsequent encounter"
drg,DRG,OMAPR252,OMAPR252,DRG_OMAPR252,oov,unknown_unmappable,22,17,"MALFUNCTION, REACTION & COMPLICATION OF GI DEVICE OR PROCEDURE"
diagnosis,ICD10,F98.21,F9821,ICD10_F9821,oov,unknown_unmappable,21,3,Rumination disorder
medication,RXNORM,309090,309090,RXN_309090,oov,pediatric_absent,21,11,ceftriaxone sodium
medication,RXNORM,847628,847628,RXN_847628,oov,pediatric_absent,21,15,"Ringer's solution,lactated"
medication,RXNORM,861568,861568,RXN_861568,oov,pediatric_absent,21,3,esomeprazole magnesium
medication,RXNORM,197807,197807,RXN_197807,oov,pediatric_absent,21,16,ibuprofen
medication,RXNORM,1092380,1092380,RXN_1092380,oov,pediatric_absent,21,7,cholecalciferol (vitamin D3)
diagnosis,ICD10,H66.43,H6643,ICD10_H6643,oov,unknown_unmappable,21,10,"Suppurative otitis media, unspecified, bilateral"
medication,RXNORM,310364,310364,RXN_310364,oov,pediatric_absent,21,9,fluocinonide
procedure,HCPCS,46310,46310,HCPCS_46310,oov,unknown_unmappable,21,21,HYPOSPADIAS REPAIR
procedure,HCPCS,18214,18214,HCPCS_18214,oov,unknown_unmappable,21,21,TYMPANOSTOMY
diagnosis,ICD10,M51.45,M5145,ICD10_M5145,oov,unknown_unmappable,21,1,Schmorl's nodes of thoracolumbar region
medication,RXNORM,483438,483438,RXN_483438,oov,pediatric_absent,21,5,pregabalin
diagnosis,ICD10,M41.115,M41115,ICD10_M41115,oov,unknown_unmappable,21,9,Juvenile idiopathic scoliosis of thoracolumbar region
diagnosis,ICD10,T88.7XXD,T887XXD,ICD10_T887XXD,oov,unknown_unmappable,21,7,"Unspecified adverse effect of drug or medicament, subsequent encounter"
procedure,HCPCS,42500,42500,HCPCS_42500,oov,unknown_unmappable,21,21,HX WISDOM TEETH EXTRACTION
drg,DRG,OMAPR351,OMAPR351,DRG_OMAPR351,oov,unknown_unmappable,21,20,OTHER MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE DIAGNOSES
diagnosis,ICD9,995.55,99555,ICD9_99555,oov,code_version_mismatch,21,4,Shaken baby syndrome
diagnosis,ICD10,T17.900S,T17900S,ICD10_T17900S,oov,unknown_unmappable,21,6,"Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation, sequela"
diagnosis,ICD10,M41.119,M41119,ICD10_M41119,oov,unknown_unmappable,21,5,"Juvenile idiopathic scoliosis, site unspecified"
diagnosis,ICD10,K52.21,K5221,ICD10_K5221,oov,unknown_unmappable,21,4,Food protein-induced enterocolitis syndrome
medication,RXNORM,904396,904396,RXN_904396,oov,pediatric_absent,21,4,alendronate sodium
medication,RXNORM,313850,313850,RXN_313850,oov,pediatric_absent,21,15,amoxicillin
medication,RXNORM,204874,204874,RXN_204874,oov,pediatric_absent,21,1,neomycin/polymyxin B/hydrocort
diagnosis,ICD10,H04.552,H04552,ICD10_H04552,oov,unknown_unmappable,20,8,"Dacryostenosis, left"
medication,RXNORM,1661332,1661332,RXN_1661332,oov,pediatric_absent,20,4,antihemophilic factor/VWF
medication,RXNORM,904255,904255,RXN_904255,oov,pediatric_absent,20,11,sod.chlorid/potassium chloride
medication,RXNORM,1597101,1597101,RXN_1597101,oov,pediatric_absent,20,18,HPV vaccine 9-valent/PF
diagnosis,ICD10,Q68.6,Q686,ICD10_Q686,oov,unknown_unmappable,20,3,Discoid lateral meniscus of right knee
diagnosis,ICD10,R29.891,R29891,ICD10_R29891,oov,unknown_unmappable,20,4,Ocular torticollis
diagnosis,ICD10,C95.01,C9501,ICD10_C9501,oov,unknown_unmappable,20,1,Acute leukemia in remission
diagnosis,ICD10,H04.551,H04551,ICD10_H04551,oov,unknown_unmappable,20,9,"Blocked tear duct in infant, right"
medication,RXNORM,762857,762857,RXN_762857,oov,pediatric_absent,20,2,somatropin
medication,RXNORM,1294550,1294550,RXN_1294550,oov,pediatric_absent,20,1,conivaptan HCl in 5 % dextrose
diagnosis,ICD9,770.17,77017,ICD9_77017,oov,code_version_mismatch,20,5,Aspiration of formula
diagnosis,ICD10,T85.730D,T85730D,ICD10_T85730D,oov,unknown_unmappable,20,3,"Infection of VP (ventriculoperitoneal) shunt, subsequent encounter"
medication,RXNORM,238090,238090,RXN_238090,oov,pediatric_absent,20,4,pentobarbital sodium
diagnosis,ICD10,S61.402D,S61402D,ICD10_S61402D,oov,unknown_unmappable,20,1,"Flexor tendon laceration of hand with open wound, left, subsequent encounter"
diagnosis,ICD10,S43.491D,S43491D,ICD10_S43491D,oov,unknown_unmappable,20,1,"Other sprain of right shoulder joint, subsequent encounter"
procedure,HCPCS,49962,49962,HCPCS_49962,oov,unknown_unmappable,20,20,"HX AVC (AVSD), REPAIR, COMPLETE"
diagnosis,ICD10,Z87.710,Z87710,ICD10_Z87710,oov,unknown_unmappable,20,6,H/O corrected hypospadias
procedure,HCPCS,46328,46328,HCPCS_46328,oov,unknown_unmappable,20,20,HX UMBILICAL HERNIA REPAIR
drg,DRG,OMAPR793,OMAPR793,DRG_OMAPR793,oov,unknown_unmappable,20,19,MODERATELY EXTENSIVE OR PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT
medication,RXNORM,311034,311034,RXN_311034,oov,pediatric_absent,20,5,"insulin regular, human"
diagnosis,ICD10,P83.81,P8381,ICD10_P8381,oov,unknown_unmappable,20,8,Umbilical granuloma
diagnosis,ICD9,780.92,78092,ICD9_78092,oov,code_version_mismatch,20,14,Excessive crying of infant (baby)
medication,RXNORM,240448,240448,RXN_240448,oov,pediatric_absent,20,1,"interferon gamma-1b,recomb."
diagnosis,ICD10,R94.128,R94128,ICD10_R94128,oov,unknown_unmappable,20,10,Abnormal hearing test
procedure,HCPCS,53898,53898,HCPCS_53898,oov,unknown_unmappable,20,20,COLONOSCOPY/BIOPSY 45380
medication,RXNORM,313408,313408,RXN_313408,oov,pediatric_absent,20,7,timolol maleate
drg,DRG,OMAPR810,OMAPR810,DRG_OMAPR810,oov,unknown_unmappable,20,20,HEMORRHAGE OR HEMATOMA DUE TO COMPLICATION
diagnosis,ICD10,H04.553,H04553,ICD10_H04553,oov,unknown_unmappable,20,10,Acquired stenosis of bilateral nasolacrimal duct
drg,DRG,MS025,MS025,DRG_MS025,oov,unknown_unmappable,20,13,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC
diagnosis,ICD10,P07.25,P0725,ICD10_P0725,oov,unknown_unmappable,19,6,"Extreme immaturity of newborn, gestational age 26 completed weeks"
medication,RXNORM,1795514,1795514,RXN_1795514,oov,pediatric_absent,19,10,dextrose 50 % in water
medication,RXNORM,762846,762846,RXN_762846,oov,pediatric_absent,19,4,somatropin
medication,RXNORM,1860100,1860100,RXN_1860100,oov,pediatric_absent,19,7,ferrous sulfate
diagnosis,ICD10,H62.40,H6240,ICD10_H6240,oov,unknown_unmappable,19,3,Fungal otitis externa
diagnosis,ICD10,H66.014,H66014,ICD10_H66014,oov,unknown_unmappable,19,6,Recurrent acute suppurative otitis media of right ear with spontaneous rupture of tympanic membrane
medication,RXNORM,686418,686418,RXN_686418,oov,pediatric_absent,19,12,erythromycin ethylsuccinate
diagnosis,ICD10,S72.321D,S72321D,ICD10_S72321D,oov,unknown_unmappable,19,3,"Closed displaced transverse fracture of shaft of right femur with routine healing, subsequent encounter"
medication,RXNORM,861025,861025,RXN_861025,oov,pediatric_absent,19,5,metformin HCl
medication,RXNORM,608143,608143,RXN_608143,oov,pediatric_absent,19,3,atomoxetine HCl
diagnosis,ICD10,M41.04,M4104,ICD10_M4104,oov,unknown_unmappable,19,5,"Infantile idiopathic scoliosis, thoracic region"
procedure,HCPCS,46307,46307,HCPCS_46307,oov,unknown_unmappable,19,19,HX FRENULECTOMY
drg,DRG,MS189,MS189,DRG_MS189,oov,unknown_unmappable,19,15,PULMONARY EDEMA & RESPIRATORY FAILURE
drg,DRG,OMAPR121,OMAPR121,DRG_OMAPR121,oov,unknown_unmappable,19,16,OTHER RESPIRATORY & CHEST PROCEDURES
medication,RXNORM,1812468,1812468,RXN_1812468,oov,pediatric_absent,19,2,lumacaftor/ivacaftor
diagnosis,ICD10,M23.300,M23300,ICD10_M23300,oov,unknown_unmappable,19,3,"Other meniscus derangements, unspecified lateral meniscus, right knee"
medication,RXNORM,3565,3565,RXN_3565,oov,pediatric_absent,19,19,"succinylcholine/sod clr,iso/PF"
medication,RXNORM,2222,2222,RXN_2222,oov,pediatric_absent,19,12,"cellulose,oxidized"
medication,RXNORM,315102,315102,RXN_315102,oov,pediatric_absent,19,4,fluoride (sodium)
diagnosis,ICD10,P70.0,P700,PHE_656.3,oov,pediatric_absent,19,15,Syndrome of infant of mother with gestational diabetes
drg,DRG,MS981,MS981,DRG_MS981,oov,unknown_unmappable,19,19,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC
diagnosis,ICD10,M93.90,M9390,ICD10_M9390,oov,unknown_unmappable,19,3,Apophysitis
medication,RXNORM,835894,835894,RXN_835894,oov,pediatric_absent,19,2,"cyclosporine, modified"
medication,RXNORM,895487,895487,RXN_895487,oov,pediatric_absent,19,11,fluticasone propionate
drg,DRG,MS394,MS394,DRG_MS394,oov,unknown_unmappable,19,17,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC
drg,DRG,OMAPR309,OMAPR309,DRG_OMAPR309,oov,unknown_unmappable,19,16,OTHER SIGNIFICANT HIP & FEMUR SURGERY
diagnosis,ICD10,S83.002D,S83002D,ICD10_S83002D,oov,unknown_unmappable,19,1,"Subluxation of left patella, subsequent encounter"
medication,RXNORM,997406,997406,RXN_997406,oov,pediatric_absent,19,4,fexofenadine/pseudoephedrine
medication,RXNORM,608139,608139,RXN_608139,oov,pediatric_absent,18,1,atomoxetine HCl
medication,RXNORM,252479,252479,RXN_252479,oov,pediatric_absent,18,2,lamotrigine
medication,RXNORM,1091322,1091322,RXN_1091322,oov,pediatric_absent,18,2,methylphenidate HCl
medication,RXNORM,308513,308513,RXN_308513,oov,pediatric_absent,18,3,bacitracin/polymyxin B sulfate
medication,RXNORM,491498,491498,RXN_491498,oov,pediatric_absent,18,6,cellulose gum
diagnosis,ICD10,S92.354D,S92354D,ICD10_S92354D,oov,unknown_unmappable,18,2,"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
diagnosis,ICD9,V79.8,V798,ICD9_V798,oov,code_version_mismatch,18,11,Screening for other specified mental disorders and developmental handicaps
diagnosis,ICD10,F98.29,F9829,ICD10_F9829,oov,unknown_unmappable,18,11,Other feeding disorders of infancy and early childhood
medication,RXNORM,798242,798242,RXN_798242,oov,pediatric_absent,18,9,pneumoc 7-val conj-dip crm/PF
medication,RXNORM,1297761,1297761,RXN_1297761,oov,pediatric_absent,18,4,esomeprazole magnesium
medication,RXNORM,1595460,1595460,RXN_1595460,oov,pediatric_absent,18,1,lipase/protease/amylase
medication,RXNORM,4301,4301,RXN_4301,oov,pediatric_absent,18,6,omega-3 fatty acids
diagnosis,ICD9,774.30,77430,PHE_656.8,oov,pediatric_absent,18,5,"Neonatal jaundice due to delayed conjugation, cause unspecified"
diagnosis,ICD10,H74.8X2,H748X2,ICD10_H748X2,oov,unknown_unmappable,18,13,Other specified disorders of left middle ear and mastoid
diagnosis,ICD9,767.0,7670,ICD9_7670,oov,code_version_mismatch,18,6,"Subdural and cerebral hemorrhage,  birth trauma"
medication,RXNORM,1357010,1357010,RXN_1357010,oov,pediatric_absent,18,8,brompheniramine/pseudoephed/DM
medication,RXNORM,313234,313234,RXN_313234,oov,pediatric_absent,18,1,testosterone
medication,RXNORM,807273,807273,RXN_807273,oov,pediatric_absent,18,14,tetanus-diphtheria toxoids/PF
medication,RXNORM,310600,310600,RXN_310600,oov,pediatric_absent,18,12,"griseofulvin, microsize"
medication,RXNORM,2003714,2003714,RXN_2003714,oov,pediatric_absent,18,10,morphine sulfate
diagnosis,ICD9,774.39,77439,PHE_656.8,oov,pediatric_absent,18,8,Other neonatal jaundice due to delayed conjugation from other causes
