rxcui,level1_token,level2_token,level3_token,tty
4511,,INGSET_1043296+1043298+1087243+1087257+1087277+1087279+1087296+1087404+1087413+1100256+1100260+1102194+1102199+1119566+1144759+1145108+1151281+1151282+1151283+1151284+1151291+1151292+1151631+1151632+1151633+1151634+1151635+1151636+1151637+1151638+1151987+1151988+1152931+1152932+1153295+1153296+1153299+1153300+1153560+1153561+1154726+1154727+1154764+1154765+1154766+1154767+1154967+1154968+1154971+1154972+1155003+1155004+1155292+1155293+1155296+1155297+1155300+1155301+1155302+1155303+1155304+1155305+1155506+1155507+1155662+1155663+1155979+1155980+1159605+1159606+1159626+1159627+1159629+1159630+1161462+1161463+1162035+1162036+1162042+1162043+1162046+1162047+1162048+1162049+1162050+1162051+1162056+1162057+1162058+1162059+1164409+1164410+1165539+1165540+1165543+1165544+1165545+1165546+1193033+1193034+1193035+1241792+1241793+1241794+1248138+1248139+1248140+1292331+1294872+1295736+1304556+1304557+1305189+1313921+1313922+1313923+1314662+1314663+1314664+1314675+1314676+1314677+1485526+1593740+1593741+1593742+1720257+1868833+1868834+1923406+1944959+1944960+1944961+2371750+2371751+2371752+2371777+2371778+2371779+2371780+2480898+2480899+2529767+2529796+2529800+315961+315962+315964+315966+315968+317635+331959+336153+336154+336222+349772+360911+439638+580134+619032+619037+619039+619044+619046+619047+619051+619052+619061+619074+619082+619229+687098+748671+749177+763596+802502+802692+808554+826649+826856+826861+828803+828822+836263+852776+883747+891521+978675+999798,THERA_VITAMINS,Ingredient
801663,,,THERA_VITAMINS,Semantic Clinical Drug
804146,,,THERA_VITAMINS,Semantic Clinical Drug
310325,RXN_310325,RXN_310325,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
242761,RXN_242761,RXN_242761,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
198032,RXN_198032,RXN_198032,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
854255,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1362057,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1812015,RXN_207774,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
896766,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
57789,,INGSET_1247442+2099518+2287004+352652+92744,THERA_DIAGNOSTIC,Precise Ingredient
309714,,,THERA_EENT_PREPS,Semantic Clinical Drug
310149,RXN_310149,RXN_310149,THERA_ANTIBIOTICS,Semantic Clinical Drug
314076,RXN_314076,RXN_314076,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1721684,RXN_1721690,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
1658647,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
854235,RXN_854235,RXN_854235,THERA_ANTICOAGULANTS,Semantic Clinical Drug
308056,,,THERA_BLOOD,Semantic Clinical Drug
800057,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
197735,RXN_197735,RXN_197735,THERA_ANTIBIOTICS,Semantic Clinical Drug
313532,RXN_798415,,THERA_BIOLOGICALS,Semantic Clinical Drug
830261,,,THERA_BIOLOGICALS,Semantic Clinical Drug
240000,,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
749206,RXN_749206,RXN_749206,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
308868,RXN_308868,RXN_308868,THERA_VITAMINS,Semantic Clinical Drug
239999,RXN_205924,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
476827,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
866144,RXN_866144,RXN_866144,THERA_ANTIHISTAMINES,Semantic Clinical Drug
200321,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1433251,RXN_1872752,,THERA_ANALGESICS,Semantic Clinical Drug
1658142,,,THERA_BIOLOGICALS,Semantic Clinical Drug
797544,,,THERA_SKIN_PREPS,Semantic Clinical Drug
311354,RXN_311354,RXN_311354,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1601402,,,THERA_BIOLOGICALS,Semantic Clinical Drug
861375,RXN_861375,RXN_861375,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1242903,RXN_1242903,RXN_1242903,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1791403,,,THERA_DIURETICS,Semantic Clinical Drug
792582,RXN_792582,RXN_792582,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1743704,RXN_1743704,RXN_1743704,THERA_HORMONES,Semantic Clinical Drug
312935,RXN_312935,RXN_312935,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198377,RXN_198377,RXN_198377,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
199058,RXN_199058,RXN_199058,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
313566,RXN_313566,RXN_313566,THERA_ANTIVIRALS,Semantic Clinical Drug
198334,RXN_198334,RXN_198334,THERA_ANTIBIOTICS,Semantic Clinical Drug
1658717,RXN_1658717,RXN_1658717,THERA_ANTICOAGULANTS,Semantic Clinical Drug
200251,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
198335,RXN_198335,RXN_198335,THERA_ANTIBIOTICS,Semantic Clinical Drug
313988,RXN_313988,RXN_313988,THERA_DIURETICS,Semantic Clinical Drug
197361,RXN_197361,RXN_197361,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
583084,RXN_583084,RXN_583084,THERA_GASTROINTESTINAL,Semantic Clinical Drug
200060,RXN_200060,RXN_200060,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
308135,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
1011852,RXN_1011852,RXN_1011852,THERA_ANESTHETICS,Semantic Clinical Drug
312940,RXN_312940,RXN_312940,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
402131,RXN_402131,RXN_402131,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
899485,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
899518,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
349490,RXN_349490,RXN_349490,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
349545,RXN_349545,RXN_349545,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
282401,RXN_282401,RXN_282401,THERA_CNS_DRUGS,Semantic Clinical Drug
198428,,,THERA_CNS_DRUGS,Semantic Clinical Drug
313123,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198437,,,THERA_ANALGESICS,Semantic Clinical Drug
1801187,,,THERA_BIOLOGICALS,Semantic Clinical Drug
244638,RXN_260502,,THERA_SKIN_PREPS,Semantic Clinical Drug
1728783,,,THERA_ANALGESICS,Semantic Clinical Drug
1362025,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1743877,RXN_1743877,RXN_1743877,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1250432,,,THERA_ANALGESICS,Semantic Clinical Drug
562266,RXN_748743,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1010878,RXN_1010878,RXN_1010878,THERA_ANESTHETICS,Semantic Clinical Drug
1117536,RXN_1117536,RXN_1117536,THERA_SKIN_PREPS,Semantic Clinical Drug
315187,,,THERA_HORMONES,Semantic Clinical Drug
309696,RXN_309696,RXN_309696,THERA_HORMONES,Semantic Clinical Drug
351246,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1099687,RXN_1099687,RXN_1099687,THERA_CNS_DRUGS,Semantic Clinical Drug
314285,RXN_314285,RXN_314285,THERA_CNS_DRUGS,Semantic Clinical Drug
1099870,RXN_1099870,RXN_1099870,THERA_CNS_DRUGS,Semantic Clinical Drug
197682,RXN_197682,RXN_197682,THERA_CNS_DRUGS,Semantic Clinical Drug
403966,RXN_403966,RXN_403966,THERA_CNS_DRUGS,Semantic Clinical Drug
199450,RXN_199450,RXN_199450,THERA_CNS_DRUGS,Semantic Clinical Drug
312424,RXN_312424,RXN_312424,THERA_VITAMINS,Semantic Clinical Drug
1868473,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
200318,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1728800,RXN_1728800,RXN_1728800,THERA_ANALGESICS,Semantic Clinical Drug
1362049,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
798102,RXN_798104,,THERA_BLOOD,Semantic Clinical Drug
309198,,,THERA_DIURETICS,Semantic Clinical Drug
313797,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
686400,RXN_863603,,THERA_ANTIBIOTICS,Semantic Clinical Drug
391937,RXN_391937,RXN_391937,THERA_GASTROINTESTINAL,Semantic Clinical Drug
854228,RXN_854228,RXN_854228,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1795514,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1232651,RXN_1232651,RXN_1232651,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1796672,RXN_1796672,RXN_1796672,THERA_BLOOD,Semantic Clinical Drug
852091,,,THERA_BLOOD,Ingredient
1367418,RXN_1367420,,THERA_BLOOD,Semantic Clinical Drug
311759,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
204754,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1087026,,,THERA_SKIN_PREPS,Semantic Clinical Drug
605320,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1435624,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1307815,,INGSET_1307815,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Ingredient
491498,,INGSET_1100648+1374724+1547939+1547947+1603462+1718951+220262+2672490,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Precise Ingredient
238082,RXN_238082,RXN_238082,THERA_ANESTHETICS,Semantic Clinical Drug
416684,RXN_1486031,,THERA_SKIN_PREPS,Semantic Clinical Drug
310352,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
854248,RXN_854248,RXN_854248,THERA_ANTICOAGULANTS,Semantic Clinical Drug
577033,RXN_577033,RXN_577033,THERA_CARDIOVASCULAR,Semantic Clinical Drug
866021,RXN_866021,RXN_866021,THERA_ANTIHISTAMINES,Semantic Clinical Drug
238083,RXN_238083,RXN_238083,THERA_ANESTHETICS,Semantic Clinical Drug
253039,,,THERA_HORMONES,Semantic Clinical Drug
203105,RXN_203105,RXN_203105,THERA_SKIN_PREPS,Semantic Clinical Drug
1311331,,,THERA_ELECT_CALORIC_H2O,Precise Ingredient
313096,RXN_313096,RXN_313096,THERA_DIURETICS,Semantic Clinical Drug
702249,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309778,RXN_309778,RXN_309778,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1809414,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1658221,RXN_1658221,RXN_1658221,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
724590,RXN_724590,RXN_724590,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
615100,RXN_615100,RXN_615100,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
310353,RXN_310353,RXN_310353,THERA_ANTIFUNGALS,Semantic Clinical Drug
311880,RXN_311880,RXN_311880,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
5924,,INGSET_1150086+1150091+1152045+1152046+1158034+1158035+1192429+1295052+1295494+1310753+1432981+1432982+1432983+1432984+1441378+1441379+1441380+1441381+2261772+2261773+2261774+2261775+2261776+2284285+2531536+2531545+2531551+2587751+2587752+2707607+636532+636533,THERA_ELECT_CALORIC_H2O,Ingredient
314230,RXN_351901,,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
966527,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1863986,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1795477,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
197407,RXN_197407,RXN_197407,THERA_SKIN_PREPS,Semantic Clinical Drug
863599,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1807452,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
309843,RXN_309843,RXN_309843,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
198152,RXN_198152,RXN_198152,THERA_ANTIARTHRITICS,Semantic Clinical Drug
204508,RXN_204508,RXN_204508,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
70727,,,THERA_ELECT_CALORIC_H2O,Ingredient
1807546,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1363050,,INGSET_1363050,THERA_ELECT_CALORIC_H2O,Ingredient
197787,RXN_197787,RXN_197787,THERA_HORMONES,Semantic Clinical Drug
238755,RXN_105398,,THERA_HORMONES,Semantic Clinical Drug
763103,RXN_763106,,THERA_BIOLOGICALS,Semantic Clinical Drug
884173,RXN_884173,RXN_884173,THERA_CARDIOVASCULAR,Semantic Clinical Drug
727518,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
204135,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1421151,,INGSET_1421151,THERA_DIAGNOSTIC,Ingredient
197782,,,THERA_HORMONES,Semantic Clinical Drug
312881,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1736329,,,THERA_HORMONES,Semantic Clinical Drug
311429,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
204625,,,THERA_VITAMINS,Semantic Clinical Drug
1806884,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
904467,RXN_904467,RXN_904467,THERA_CARDIOVASCULAR,Semantic Clinical Drug
904458,RXN_904458,RXN_904458,THERA_CARDIOVASCULAR,Semantic Clinical Drug
615107,RXN_615107,RXN_615107,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1598320,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
762834,,,THERA_HORMONES,Semantic Clinical Drug
762837,,,THERA_HORMONES,Semantic Clinical Drug
1246288,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1234576,,,THERA_EENT_PREPS,Semantic Clinical Drug
309072,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
351261,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
403890,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309679,RXN_309679,RXN_309679,THERA_ANTIBIOTICS,Semantic Clinical Drug
798271,,,THERA_BIOLOGICALS,Semantic Clinical Drug
389221,RXN_1111011,,THERA_CONTRACEPTIVES,Semantic Clinical Drug
1010739,RXN_1010739,RXN_1010739,THERA_ANESTHETICS,Semantic Clinical Drug
198445,,,THERA_ANALGESICS,Semantic Clinical Drug
244309,,,THERA_EENT_PREPS,Semantic Clinical Drug
541878,RXN_541878,RXN_541878,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1091497,RXN_1091497,RXN_1091497,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1312583,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1000978,,,THERA_EENT_PREPS,Semantic Clinical Drug
197362,RXN_197362,RXN_197362,THERA_SKIN_PREPS,Semantic Clinical Drug
312122,RXN_312122,RXN_312122,THERA_ANTIVIRALS,Semantic Clinical Drug
966220,RXN_966220,RXN_966220,THERA_THYROID_PREPS,Semantic Clinical Drug
805576,,,THERA_BIOLOGICALS,Semantic Clinical Drug
966222,RXN_966222,RXN_966222,THERA_THYROID_PREPS,Semantic Clinical Drug
1373226,,,THERA_SKIN_PREPS,Semantic Clinical Drug
966253,RXN_966253,RXN_966253,THERA_THYROID_PREPS,Semantic Clinical Drug
1370758,,,THERA_SKIN_PREPS,Semantic Clinical Drug
313189,RXN_284521,,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
283523,RXN_283523,RXN_283523,THERA_CNS_DRUGS,Semantic Clinical Drug
252732,,,THERA_HORMONES,Semantic Clinical Drug
314216,RXN_314216,RXN_314216,THERA_GASTROINTESTINAL,Semantic Clinical Drug
309308,RXN_213224,,THERA_ANTIBIOTICS,Semantic Clinical Drug
727373,RXN_727373,RXN_727373,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
730781,RXN_730781,RXN_730781,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1115267,RXN_1115267,RXN_1115267,THERA_THYROID_PREPS,Semantic Clinical Drug
998671,RXN_998671,RXN_998671,THERA_CARDIOVASCULAR,Semantic Clinical Drug
311376,RXN_311376,RXN_311376,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
998675,RXN_998675,RXN_998675,THERA_CARDIOVASCULAR,Semantic Clinical Drug
308749,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
998679,RXN_998679,RXN_998679,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1191307,RXN_1191309,,THERA_SKIN_PREPS,Semantic Clinical Drug
313932,RXN_313932,RXN_313932,THERA_VITAMINS,Semantic Clinical Drug
637551,RXN_637551,RXN_637551,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
2184120,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
199163,,,THERA_HORMONES,Semantic Clinical Drug
197397,RXN_197397,RXN_197397,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
200346,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
617995,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
283672,RXN_283672,RXN_283672,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
310430,RXN_310430,RXN_310430,THERA_CNS_DRUGS,Semantic Clinical Drug
1806187,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1091150,RXN_1091150,RXN_1091150,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
245500,RXN_245500,RXN_245500,THERA_VITAMINS,Semantic Clinical Drug
310385,RXN_310385,RXN_310385,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1020477,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
197901,RXN_197901,RXN_197901,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
204416,RXN_204416,RXN_204416,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
310672,RXN_310672,RXN_310672,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1806181,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
824574,RXN_824574,RXN_824574,THERA_ANESTHETICS,Semantic Clinical Drug
248642,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
835603,RXN_835603,RXN_835603,THERA_ANALGESICS,Semantic Clinical Drug
1806189,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313989,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1797865,RXN_1797870,,THERA_EENT_PREPS,Semantic Clinical Drug
991086,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
993541,RXN_993541,RXN_993541,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
311486,RXN_152697,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
349592,RXN_352318,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
862006,RXN_862010,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1191310,RXN_1191310,RXN_1191310,THERA_SKIN_PREPS,Semantic Clinical Drug
6750,,INGSET_1010822+1020418+1037116+1042662+1042787+1043223+1043455+1043493+1043614+1043617+1045530+1046696+1050083+1050085+1052743+1086712+1089765+1089846+1091944+1093357+1101082+1148633+1152023+1152039+1152358+1152359+1152361+1153257+1154912+1155095+1155097+1155103+1155108+1155400+1155407+1155432+1155434+1155435+1155436+1157934+1157935+1158421+1159466+1159467+1159803+1159804+1159807+1159809+1159811+1159818+1159821+1160376+1160896+1160913+1160918+1161270+1164043+1164045+1192512+1192513+1192514+1192744+1192747+1248742+1249114+1249115+1250188+1294926+1294970+1295113+1295127+1295128+1295221+1295248+1295280+1295299+1295637+1301243+1301244+1301245+1302629+1304965+1305912+1313822+1356792+1358979+1358980+1359265+1361409+1362701+1362702+1373246+1373247+1376494+1421025+1421026+1426686+1491545+1491546+1594953+1595447+1597740+1606182+1655935+1668244+1721524+1722235+1792851+1792870+1792876+1792884+1792889+1792911+1792928+1792950+1792975+1792984+1793076+1923480+1928602+1942344+1942345+1946473+1946474+1992527+1992528+1992529+2048001+2049724+2107299+2110598+2117336+2166146+2170425+2170426+2185997+2185998+2274103+2362010+2362011+2362012+2369634+2369635+2369636+2370900+2370901+2370902+2393603+2584342+2584343+2640872+2640873+2669476+2669477+311514+311515+314003+316237+316238+316239+316240+317418+329255+329368+329980+329981+330374+330629+330721+331652+331743+331833+332191+332193+332194+332195+332196+332198+332545+334576+335146+336098+336317+336598+336913+340082+340105+340106+340115+340117+340149+340160+340163+340501+340502+343359+343578+343613+358502+360308+360503+374544+374862+375139+375163+375164+375395+375560+376462+376511+376512+377349+377353+377375+377517+377524+377627+377629+377630+377631+377708+377744+377751+377752+377753+377754+377755+377985+377994+378021+378072+378740+379012+379403+384556+384557+384559+384565+438288+439474+439496+439501+440882+446215+446216+446223+446227+446243+446254+446274+451529+452756+485285+485293+577229+577231+581685+581717+581734+581735+581843+582818+616525+637048+637118+637120+637128+665079+665081+701200+701908+707581+707582+731047+731049+749243+749545+797660+808936+835851+836283+853121+853138+853258+860913+866388+884801+884803+905038+978281,THERA_COUGH_COLD_PREPARATIONS,Ingredient
749784,,,THERA_CONTRACEPTIVES,Generic Pack
860975,RXN_860975,RXN_860975,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
310384,RXN_310384,RXN_310384,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1724880,RXN_1724880,RXN_1724880,THERA_ANESTHETICS,Semantic Clinical Drug
834040,RXN_834040,RXN_834040,THERA_ANTIBIOTICS,Semantic Clinical Drug
702050,RXN_702050,RXN_702050,THERA_EENT_PREPS,Semantic Clinical Drug
198496,,,THERA_ANESTHETICS,Semantic Clinical Drug
668417,,,THERA_SKIN_PREPS,Semantic Clinical Drug
993755,RXN_993755,RXN_993755,THERA_ANALGESICS,Semantic Clinical Drug
664981,,,THERA_SKIN_PREPS,Semantic Clinical Drug
239191,RXN_239191,RXN_239191,THERA_ANTIBIOTICS,Semantic Clinical Drug
836343,RXN_836368,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1547580,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1014643,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
307730,RXN_307730,RXN_307730,THERA_ANTIVIRALS,Semantic Clinical Drug
880340,,,THERA_VITAMINS,Semantic Clinical Drug
1085633,RXN_1085633,RXN_1085633,THERA_SKIN_PREPS,Semantic Clinical Drug
731567,RXN_731568,,THERA_ANTIBIOTICS,Semantic Clinical Drug
245314,RXN_245314,RXN_245314,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1665515,RXN_1665515,RXN_1665515,THERA_ANTIBIOTICS,Semantic Clinical Drug
477391,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
308460,RXN_308460,RXN_308460,THERA_ANTIBIOTICS,Semantic Clinical Drug
1246308,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1233031,,,THERA_VITAMINS,Semantic Clinical Drug
866406,,,THERA_VITAMINS,Semantic Clinical Drug
1597101,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1794451,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1664475,,,THERA_BIOLOGICALS,Semantic Clinical Drug
197745,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1650274,,,THERA_VITAMINS,Semantic Clinical Drug
310386,RXN_310386,RXN_310386,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313990,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
60761,,,THERA_SKIN_PREPS,Precise Ingredient
312736,RXN_312736,RXN_312736,THERA_VITAMINS,Semantic Clinical Drug
309541,,,THERA_HORMONES,Semantic Clinical Drug
1092357,,,THERA_CNS_DRUGS,Semantic Clinical Drug
198412,RXN_198412,RXN_198412,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1724668,RXN_1724668,RXN_1724668,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1722939,RXN_1722939,RXN_1722939,THERA_ANTIBIOTICS,Semantic Clinical Drug
755618,RXN_755618,RXN_755618,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
1304296,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1366192,RXN_1366192,RXN_1366192,THERA_CNS_DRUGS,Semantic Clinical Drug
896004,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
199425,,,THERA_HORMONES,Semantic Clinical Drug
150985,RXN_150985,RXN_150985,THERA_SKIN_PREPS,Semantic Clinical Drug
226552,RXN_226552,RXN_226552,THERA_GASTROINTESTINAL,Semantic Clinical Drug
308891,RXN_308891,RXN_308891,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1739785,RXN_1739788,,THERA_CNS_DRUGS,Semantic Clinical Drug
1806195,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
899439,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
238600,RXN_238600,RXN_238600,THERA_SKIN_PREPS,Semantic Clinical Drug
239238,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
899548,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1304182,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1649988,RXN_1649988,RXN_1649988,THERA_ANTIBIOTICS,Semantic Clinical Drug
211365,,,THERA_SKIN_PREPS,Semantic Clinical Drug
899495,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
753440,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
349591,RXN_349591,RXN_349591,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
311994,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
312104,RXN_312104,RXN_312104,THERA_ANALGESICS,Semantic Clinical Drug
309762,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1370754,RXN_1370754,RXN_1370754,THERA_SKIN_PREPS,Semantic Clinical Drug
283504,RXN_283504,RXN_283504,THERA_GASTROINTESTINAL,Semantic Clinical Drug
403967,,,THERA_CNS_DRUGS,Semantic Clinical Drug
824295,RXN_824299,,THERA_CNS_DRUGS,Semantic Clinical Drug
310932,,,THERA_EENT_PREPS,Semantic Clinical Drug
806392,RXN_806396,,THERA_EENT_PREPS,Semantic Clinical Drug
1012377,RXN_1012413,,THERA_ANESTHETICS,Semantic Clinical Drug
1099596,RXN_1099596,RXN_1099596,THERA_CNS_DRUGS,Semantic Clinical Drug
895966,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
580285,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
311989,RXN_311989,RXN_311989,THERA_ANTIBIOTICS,Semantic Clinical Drug
1665107,RXN_1665107,RXN_1665107,THERA_ANTIBIOTICS,Semantic Clinical Drug
349195,,,THERA_CNS_DRUGS,Semantic Clinical Drug
197527,RXN_197527,RXN_197527,THERA_CNS_DRUGS,Semantic Clinical Drug
